"price","room_type","minimum_nights","number_of_reviews","calculated_host_listings_count","borough","pay_2024","crime_rate"
190,"Entire home/apt",3,65,1,"Kensington And Chelsea",24,148.05
356,"Entire home/apt",5,41,5,"Kensington And Chelsea",24,148.05
186,"Entire home/apt",1,12,4,"Kensington And Chelsea",24,148.05
120,"Entire home/apt",2,265,1,"Kensington And Chelsea",24,148.05
70,"Private room",1,226,2,"Kensington And Chelsea",24,148.05
220,"Entire home/apt",5,49,2,"Kensington And Chelsea",24,148.05
91,"Private room",2,14,1,"Kensington And Chelsea",24,148.05
41,"Private room",1,198,2,"Kensington And Chelsea",24,148.05
525,"Entire home/apt",4,35,6,"Kensington And Chelsea",24,148.05
356,"Entire home/apt",4,29,1,"Kensington And Chelsea",24,148.05
77,"Private room",3,39,4,"Kensington And Chelsea",24,148.05
104,"Entire home/apt",3,33,122,"Kensington And Chelsea",24,148.05
261,"Entire home/apt",5,5,8,"Kensington And Chelsea",24,148.05
240,"Entire home/apt",3,83,1,"Kensington And Chelsea",24,148.05
130,"Entire home/apt",2,166,1,"Kensington And Chelsea",24,148.05
362,"Entire home/apt",6,6,1,"Kensington And Chelsea",24,148.05
141,"Private room",3,38,4,"Kensington And Chelsea",24,148.05
145,"Entire home/apt",6,33,2,"Kensington And Chelsea",24,148.05
176,"Entire home/apt",1,14,8,"Kensington And Chelsea",24,148.05
113,"Entire home/apt",4,49,1,"Kensington And Chelsea",24,148.05
157,"Entire home/apt",1,39,8,"Kensington And Chelsea",24,148.05
145,"Entire home/apt",7,6,1,"Kensington And Chelsea",24,148.05
88,"Entire home/apt",3,99,2,"Kensington And Chelsea",24,148.05
395,"Entire home/apt",5,34,5,"Kensington And Chelsea",24,148.05
226,"Entire home/apt",3,55,5,"Kensington And Chelsea",24,148.05
247,"Entire home/apt",3,154,1,"Kensington And Chelsea",24,148.05
94,"Entire home/apt",4,47,9,"Kensington And Chelsea",24,148.05
301,"Entire home/apt",3,48,7,"Kensington And Chelsea",24,148.05
70,"Private room",3,326,2,"Kensington And Chelsea",24,148.05
280,"Entire home/apt",5,8,1,"Kensington And Chelsea",24,148.05
143,"Entire home/apt",2,347,2,"Kensington And Chelsea",24,148.05
391,"Entire home/apt",6,35,1,"Kensington And Chelsea",24,148.05
216,"Private room",3,73,2,"Kensington And Chelsea",24,148.05
189,"Entire home/apt",3,377,3,"Kensington And Chelsea",24,148.05
119,"Entire home/apt",3,321,3,"Kensington And Chelsea",24,148.05
175,"Entire home/apt",3,318,2,"Kensington And Chelsea",24,148.05
52,"Private room",3,61,1,"Kensington And Chelsea",24,148.05
133,"Entire home/apt",3,43,2,"Kensington And Chelsea",24,148.05
180,"Entire home/apt",2,76,23,"Kensington And Chelsea",24,148.05
76,"Entire home/apt",2,46,4,"Kensington And Chelsea",24,148.05
65,"Private room",3,27,3,"Kensington And Chelsea",24,148.05
321,"Entire home/apt",3,49,1,"Kensington And Chelsea",24,148.05
79,"Private room",1,84,1,"Kensington And Chelsea",24,148.05
79,"Entire home/apt",2,82,2,"Kensington And Chelsea",24,148.05
241,"Hotel room",3,10,62,"Kensington And Chelsea",24,148.05
81,"Private room",1,81,3,"Kensington And Chelsea",24,148.05
243,"Entire home/apt",2,64,23,"Kensington And Chelsea",24,148.05
355,"Entire home/apt",4,37,1,"Kensington And Chelsea",24,148.05
71,"Private room",1,96,1,"Kensington And Chelsea",24,148.05
150,"Entire home/apt",7,5,2,"Kensington And Chelsea",24,148.05
360,"Entire home/apt",2,67,1,"Kensington And Chelsea",24,148.05
115,"Entire home/apt",3,47,1,"Kensington And Chelsea",24,148.05
325,"Entire home/apt",2,60,15,"Kensington And Chelsea",24,148.05
320,"Entire home/apt",3,5,42,"Kensington And Chelsea",24,148.05
141,"Entire home/apt",1,66,39,"Kensington And Chelsea",24,148.05
108,"Entire home/apt",2,113,1,"Kensington And Chelsea",24,148.05
333,"Entire home/apt",5,52,2,"Kensington And Chelsea",24,148.05
178,"Entire home/apt",2,56,4,"Kensington And Chelsea",24,148.05
154,"Entire home/apt",4,54,1,"Kensington And Chelsea",24,148.05
330,"Entire home/apt",3,10,1,"Kensington And Chelsea",24,148.05
247,"Entire home/apt",5,46,16,"Kensington And Chelsea",24,148.05
186,"Entire home/apt",1,40,1,"Kensington And Chelsea",24,148.05
184,"Private room",4,32,15,"Kensington And Chelsea",24,148.05
401,"Entire home/apt",1,28,16,"Kensington And Chelsea",24,148.05
125,"Private room",1,57,1,"Kensington And Chelsea",24,148.05
99,"Entire home/apt",3,64,1,"Kensington And Chelsea",24,148.05
271,"Entire home/apt",3,83,7,"Kensington And Chelsea",24,148.05
156,"Entire home/apt",7,46,3,"Kensington And Chelsea",24,148.05
120,"Entire home/apt",4,23,1,"Kensington And Chelsea",24,148.05
215,"Entire home/apt",3,67,1,"Kensington And Chelsea",24,148.05
357,"Entire home/apt",3,36,2,"Kensington And Chelsea",24,148.05
177,"Entire home/apt",3,56,42,"Kensington And Chelsea",24,148.05
311,"Entire home/apt",2,48,1,"Kensington And Chelsea",24,148.05
350,"Entire home/apt",5,42,1,"Kensington And Chelsea",24,148.05
292,"Entire home/apt",5,16,1,"Kensington And Chelsea",24,148.05
272,"Entire home/apt",3,5,42,"Kensington And Chelsea",24,148.05
87,"Private room",3,33,2,"Kensington And Chelsea",24,148.05
500,"Entire home/apt",5,20,1,"Kensington And Chelsea",24,148.05
310,"Entire home/apt",3,55,3,"Kensington And Chelsea",24,148.05
341,"Entire home/apt",4,54,1,"Kensington And Chelsea",24,148.05
190,"Entire home/apt",2,83,1,"Kensington And Chelsea",24,148.05
86,"Private room",1,90,3,"Kensington And Chelsea",24,148.05
70,"Private room",1,171,3,"Kensington And Chelsea",24,148.05
416,"Entire home/apt",2,43,12,"Kensington And Chelsea",24,148.05
350,"Entire home/apt",5,14,1,"Kensington And Chelsea",24,148.05
70,"Private room",1,104,3,"Kensington And Chelsea",24,148.05
354,"Entire home/apt",3,7,42,"Kensington And Chelsea",24,148.05
224,"Entire home/apt",2,13,2,"Kensington And Chelsea",24,148.05
69,"Private room",5,39,15,"Kensington And Chelsea",24,148.05
43,"Private room",2,80,1,"Kensington And Chelsea",24,148.05
185,"Entire home/apt",3,66,1,"Kensington And Chelsea",24,148.05
95,"Entire home/apt",5,61,16,"Kensington And Chelsea",24,148.05
342,"Entire home/apt",2,54,1,"Kensington And Chelsea",24,148.05
80,"Private room",1,109,2,"Kensington And Chelsea",24,148.05
124,"Entire home/apt",5,7,9,"Kensington And Chelsea",24,148.05
104,"Private room",1,67,4,"Kensington And Chelsea",24,148.05
175,"Private room",1,12,4,"Kensington And Chelsea",24,148.05
193,"Private room",1,16,4,"Kensington And Chelsea",24,148.05
200,"Entire home/apt",2,119,1,"Kensington And Chelsea",24,148.05
399,"Entire home/apt",7,19,1,"Kensington And Chelsea",24,148.05
226,"Entire home/apt",3,31,1,"Kensington And Chelsea",24,148.05
218,"Entire home/apt",2,22,2,"Kensington And Chelsea",24,148.05
130,"Entire home/apt",3,126,2,"Kensington And Chelsea",24,148.05
76,"Private room",1,94,4,"Kensington And Chelsea",24,148.05
564,"Entire home/apt",4,46,1,"Kensington And Chelsea",24,148.05
192,"Entire home/apt",5,39,44,"Kensington And Chelsea",24,148.05
64,"Private room",1,94,4,"Kensington And Chelsea",24,148.05
316,"Entire home/apt",3,6,62,"Kensington And Chelsea",24,148.05
200,"Entire home/apt",4,88,4,"Kensington And Chelsea",24,148.05
175,"Entire home/apt",3,272,2,"Kensington And Chelsea",24,148.05
250,"Entire home/apt",7,24,1,"Kensington And Chelsea",24,148.05
261,"Entire home/apt",5,38,2,"Kensington And Chelsea",24,148.05
189,"Entire home/apt",1,5,1,"Kensington And Chelsea",24,148.05
233,"Entire home/apt",3,8,62,"Kensington And Chelsea",24,148.05
219,"Entire home/apt",4,65,1,"Kensington And Chelsea",24,148.05
325,"Entire home/apt",3,51,6,"Kensington And Chelsea",24,148.05
350,"Entire home/apt",5,31,1,"Kensington And Chelsea",24,148.05
290,"Entire home/apt",2,62,1,"Kensington And Chelsea",24,148.05
197,"Entire home/apt",1,33,32,"Kensington And Chelsea",24,148.05
260,"Entire home/apt",1,7,32,"Kensington And Chelsea",24,148.05
171,"Entire home/apt",3,68,18,"Kensington And Chelsea",24,148.05
450,"Entire home/apt",3,27,1,"Kensington And Chelsea",24,148.05
141,"Entire home/apt",3,8,103,"Kensington And Chelsea",24,148.05
162,"Entire home/apt",3,43,1,"Kensington And Chelsea",24,148.05
122,"Entire home/apt",2,19,16,"Kensington And Chelsea",24,148.05
309,"Entire home/apt",3,10,58,"Kensington And Chelsea",24,148.05
309,"Entire home/apt",4,5,58,"Kensington And Chelsea",24,148.05
209,"Entire home/apt",3,10,58,"Kensington And Chelsea",24,148.05
299,"Entire home/apt",3,10,58,"Kensington And Chelsea",24,148.05
499,"Entire home/apt",3,11,58,"Kensington And Chelsea",24,148.05
454,"Entire home/apt",1,7,17,"Kensington And Chelsea",24,148.05
150,"Entire home/apt",1,27,17,"Kensington And Chelsea",24,148.05
166,"Entire home/apt",1,10,17,"Kensington And Chelsea",24,148.05
432,"Entire home/apt",1,7,17,"Kensington And Chelsea",24,148.05
309,"Entire home/apt",1,20,17,"Kensington And Chelsea",24,148.05
112,"Entire home/apt",3,77,1,"Kensington And Chelsea",24,148.05
82,"Entire home/apt",2,30,1,"Kensington And Chelsea",24,148.05
114,"Entire home/apt",3,38,1,"Kensington And Chelsea",24,148.05
237,"Entire home/apt",1,5,21,"Kensington And Chelsea",24,148.05
407,"Entire home/apt",1,6,21,"Kensington And Chelsea",24,148.05
244,"Entire home/apt",3,48,27,"Kensington And Chelsea",24,148.05
164,"Entire home/apt",1,46,43,"Kensington And Chelsea",24,148.05
248,"Entire home/apt",1,9,24,"Kensington And Chelsea",24,148.05
338,"Entire home/apt",1,42,24,"Kensington And Chelsea",24,148.05
407,"Entire home/apt",1,17,24,"Kensington And Chelsea",24,148.05
317,"Entire home/apt",1,29,14,"Kensington And Chelsea",24,148.05
451,"Entire home/apt",1,17,14,"Kensington And Chelsea",24,148.05
197,"Entire home/apt",1,35,14,"Kensington And Chelsea",24,148.05
271,"Entire home/apt",1,8,14,"Kensington And Chelsea",24,148.05
171,"Entire home/apt",7,31,28,"Kensington And Chelsea",24,148.05
540,"Entire home/apt",3,71,6,"Kensington And Chelsea",24,148.05
88,"Entire home/apt",2,98,1,"Kensington And Chelsea",24,148.05
130,"Entire home/apt",3,48,6,"Kensington And Chelsea",24,148.05
173,"Entire home/apt",1,130,4,"Kensington And Chelsea",24,148.05
135,"Entire home/apt",3,81,1,"Kensington And Chelsea",24,148.05
51,"Private room",2,132,1,"Kensington And Chelsea",24,148.05
72,"Private room",2,49,1,"Kensington And Chelsea",24,148.05
180,"Entire home/apt",2,114,1,"Kensington And Chelsea",24,148.05
153,"Entire home/apt",5,18,2,"Kensington And Chelsea",24,148.05
92,"Private room",1,95,2,"Kensington And Chelsea",24,148.05
207,"Entire home/apt",2,228,2,"Kensington And Chelsea",24,148.05
130,"Entire home/apt",4,14,9,"Kensington And Chelsea",24,148.05
259,"Hotel room",3,9,62,"Kensington And Chelsea",24,148.05
171,"Entire home/apt",1,176,2,"Kensington And Chelsea",24,148.05
175,"Entire home/apt",7,38,2,"Kensington And Chelsea",24,148.05
125,"Entire home/apt",7,27,16,"Kensington And Chelsea",24,148.05
81,"Entire home/apt",1,274,28,"Kensington And Chelsea",24,148.05
93,"Entire home/apt",1,276,28,"Kensington And Chelsea",24,148.05
59,"Private room",2,107,1,"Kensington And Chelsea",24,148.05
279,"Entire home/apt",1,28,43,"Kensington And Chelsea",24,148.05
178,"Entire home/apt",2,109,1,"Kensington And Chelsea",24,148.05
98,"Private room",1,51,1,"Kensington And Chelsea",24,148.05
170,"Entire home/apt",4,14,1,"Kensington And Chelsea",24,148.05
277,"Entire home/apt",5,183,2,"Kensington And Chelsea",24,148.05
124,"Entire home/apt",3,27,5,"Kensington And Chelsea",24,148.05
323,"Entire home/apt",6,10,2,"Kensington And Chelsea",24,148.05
165,"Entire home/apt",3,62,5,"Kensington And Chelsea",24,148.05
95,"Entire home/apt",1,28,44,"Kensington And Chelsea",24,148.05
304,"Entire home/apt",3,23,27,"Kensington And Chelsea",24,148.05
333,"Entire home/apt",6,9,19,"Kensington And Chelsea",24,148.05
153,"Entire home/apt",5,31,3,"Kensington And Chelsea",24,148.05
320,"Entire home/apt",3,40,14,"Kensington And Chelsea",24,148.05
163,"Entire home/apt",3,42,27,"Kensington And Chelsea",24,148.05
241,"Entire home/apt",3,8,62,"Kensington And Chelsea",24,148.05
78,"Entire home/apt",1,279,28,"Kensington And Chelsea",24,148.05
244,"Entire home/apt",3,19,62,"Kensington And Chelsea",24,148.05
135,"Private room",2,64,1,"Kensington And Chelsea",24,148.05
161,"Entire home/apt",7,17,12,"Kensington And Chelsea",24,148.05
209,"Entire home/apt",3,75,4,"Kensington And Chelsea",24,148.05
100,"Entire home/apt",1,254,28,"Kensington And Chelsea",24,148.05
89,"Entire home/apt",1,231,28,"Kensington And Chelsea",24,148.05
98,"Entire home/apt",1,277,28,"Kensington And Chelsea",24,148.05
232,"Entire home/apt",6,24,1,"Kensington And Chelsea",24,148.05
243,"Entire home/apt",2,88,3,"Kensington And Chelsea",24,148.05
254,"Entire home/apt",2,28,3,"Kensington And Chelsea",24,148.05
150,"Entire home/apt",3,51,16,"Kensington And Chelsea",24,148.05
183,"Entire home/apt",7,16,12,"Kensington And Chelsea",24,148.05
236,"Entire home/apt",7,10,12,"Kensington And Chelsea",24,148.05
158,"Entire home/apt",3,43,1,"Kensington And Chelsea",24,148.05
73,"Entire home/apt",1,277,28,"Kensington And Chelsea",24,148.05
273,"Entire home/apt",2,59,12,"Kensington And Chelsea",24,148.05
97,"Entire home/apt",1,266,28,"Kensington And Chelsea",24,148.05
133,"Entire home/apt",4,16,3,"Kensington And Chelsea",24,148.05
85,"Entire home/apt",1,229,28,"Kensington And Chelsea",24,148.05
105,"Entire home/apt",1,287,28,"Kensington And Chelsea",24,148.05
201,"Entire home/apt",1,29,4,"Kensington And Chelsea",24,148.05
290,"Entire home/apt",4,7,15,"Kensington And Chelsea",24,148.05
111,"Entire home/apt",2,6,1,"Kensington And Chelsea",24,148.05
144,"Entire home/apt",1,24,1,"Kensington And Chelsea",24,148.05
191,"Entire home/apt",2,38,23,"Kensington And Chelsea",24,148.05
183,"Entire home/apt",2,95,1,"Kensington And Chelsea",24,148.05
433,"Entire home/apt",5,34,1,"Kensington And Chelsea",24,148.05
120,"Entire home/apt",3,75,6,"Kensington And Chelsea",24,148.05
150,"Entire home/apt",1,98,4,"Kensington And Chelsea",24,148.05
168,"Entire home/apt",1,60,4,"Kensington And Chelsea",24,148.05
243,"Entire home/apt",7,7,12,"Kensington And Chelsea",24,148.05
239,"Entire home/apt",7,10,12,"Kensington And Chelsea",24,148.05
140,"Entire home/apt",7,8,12,"Kensington And Chelsea",24,148.05
145,"Entire home/apt",7,26,12,"Kensington And Chelsea",24,148.05
144,"Private room",5,67,1,"Kensington And Chelsea",24,148.05
242,"Entire home/apt",1,38,14,"Kensington And Chelsea",24,148.05
171,"Entire home/apt",1,78,1,"Kensington And Chelsea",24,148.05
280,"Entire home/apt",2,71,12,"Kensington And Chelsea",24,148.05
248,"Entire home/apt",4,38,5,"Kensington And Chelsea",24,148.05
133,"Entire home/apt",3,20,5,"Kensington And Chelsea",24,148.05
55,"Private room",3,107,1,"Kensington And Chelsea",24,148.05
70,"Private room",1,211,6,"Kensington And Chelsea",24,148.05
85,"Private room",1,137,6,"Kensington And Chelsea",24,148.05
144,"Private room",1,239,6,"Kensington And Chelsea",24,148.05
115,"Private room",1,320,6,"Kensington And Chelsea",24,148.05
85,"Private room",1,179,6,"Kensington And Chelsea",24,148.05
112,"Entire home/apt",3,136,4,"Kensington And Chelsea",24,148.05
448,"Entire home/apt",2,66,23,"Kensington And Chelsea",24,148.05
201,"Entire home/apt",2,70,1,"Kensington And Chelsea",24,148.05
220,"Entire home/apt",3,75,10,"Kensington And Chelsea",24,148.05
128,"Entire home/apt",7,70,1,"Kensington And Chelsea",24,148.05
389,"Entire home/apt",2,102,4,"Kensington And Chelsea",24,148.05
150,"Entire home/apt",4,66,1,"Kensington And Chelsea",24,148.05
128,"Entire home/apt",2,47,3,"Kensington And Chelsea",24,148.05
109,"Entire home/apt",3,46,1,"Kensington And Chelsea",24,148.05
224,"Entire home/apt",7,19,12,"Kensington And Chelsea",24,148.05
197,"Entire home/apt",5,56,2,"Kensington And Chelsea",24,148.05
89,"Private room",2,18,1,"Kensington And Chelsea",24,148.05
111,"Entire home/apt",4,27,1,"Kensington And Chelsea",24,148.05
191,"Entire home/apt",2,5,23,"Kensington And Chelsea",24,148.05
96,"Private room",3,150,6,"Kensington And Chelsea",24,148.05
41,"Private room",1,184,3,"Kensington And Chelsea",24,148.05
96,"Entire home/apt",3,123,6,"Kensington And Chelsea",24,148.05
100,"Entire home/apt",3,124,6,"Kensington And Chelsea",24,148.05
309,"Entire home/apt",3,27,58,"Kensington And Chelsea",24,148.05
309,"Entire home/apt",4,23,58,"Kensington And Chelsea",24,148.05
66,"Entire home/apt",1,13,1,"Kensington And Chelsea",24,148.05
210,"Entire home/apt",3,34,1,"Kensington And Chelsea",24,148.05
211,"Entire home/apt",3,69,4,"Kensington And Chelsea",24,148.05
111,"Private room",4,131,1,"Kensington And Chelsea",24,148.05
140,"Entire home/apt",1,70,1,"Kensington And Chelsea",24,148.05
172,"Private room",1,37,1,"Kensington And Chelsea",24,148.05
198,"Entire home/apt",2,16,2,"Kensington And Chelsea",24,148.05
130,"Entire home/apt",3,93,16,"Kensington And Chelsea",24,148.05
204,"Entire home/apt",2,96,1,"Kensington And Chelsea",24,148.05
197,"Entire home/apt",3,108,23,"Kensington And Chelsea",24,148.05
309,"Entire home/apt",3,8,58,"Kensington And Chelsea",24,148.05
309,"Entire home/apt",3,26,58,"Kensington And Chelsea",24,148.05
309,"Entire home/apt",3,7,58,"Kensington And Chelsea",24,148.05
232,"Entire home/apt",3,31,38,"Kensington And Chelsea",24,148.05
113,"Entire home/apt",3,14,122,"Kensington And Chelsea",24,148.05
126,"Entire home/apt",3,33,1,"Kensington And Chelsea",24,148.05
349,"Entire home/apt",3,24,1,"Kensington And Chelsea",24,148.05
231,"Entire home/apt",1,12,11,"Kensington And Chelsea",24,148.05
335,"Entire home/apt",3,51,14,"Kensington And Chelsea",24,148.05
129,"Entire home/apt",4,57,41,"Kensington And Chelsea",24,148.05
188,"Entire home/apt",3,10,42,"Kensington And Chelsea",24,148.05
215,"Entire home/apt",3,10,42,"Kensington And Chelsea",24,148.05
161,"Entire home/apt",3,15,42,"Kensington And Chelsea",24,148.05
173,"Entire home/apt",4,45,41,"Kensington And Chelsea",24,148.05
379,"Entire home/apt",3,9,42,"Kensington And Chelsea",24,148.05
245,"Entire home/apt",3,8,42,"Kensington And Chelsea",24,148.05
184,"Entire home/apt",3,15,42,"Kensington And Chelsea",24,148.05
191,"Entire home/apt",3,23,42,"Kensington And Chelsea",24,148.05
131,"Entire home/apt",4,6,2,"Kensington And Chelsea",24,148.05
84,"Entire home/apt",4,41,41,"Kensington And Chelsea",24,148.05
126,"Entire home/apt",4,70,41,"Kensington And Chelsea",24,148.05
131,"Entire home/apt",4,61,41,"Kensington And Chelsea",24,148.05
139,"Entire home/apt",5,30,9,"Kensington And Chelsea",24,148.05
83,"Entire home/apt",2,77,1,"Kensington And Chelsea",24,148.05
200,"Entire home/apt",1,35,1,"Kensington And Chelsea",24,148.05
118,"Entire home/apt",2,88,3,"Kensington And Chelsea",24,148.05
119,"Entire home/apt",7,19,12,"Kensington And Chelsea",24,148.05
63,"Private room",6,10,2,"Kensington And Chelsea",24,148.05
427,"Entire home/apt",4,92,6,"Kensington And Chelsea",24,148.05
143,"Entire home/apt",4,21,1,"Kensington And Chelsea",24,148.05
151,"Entire home/apt",3,74,2,"Kensington And Chelsea",24,148.05
130,"Entire home/apt",6,30,5,"Kensington And Chelsea",24,148.05
352,"Entire home/apt",3,43,5,"Kensington And Chelsea",24,148.05
160,"Entire home/apt",2,87,2,"Kensington And Chelsea",24,148.05
212,"Entire home/apt",3,23,3,"Kensington And Chelsea",24,148.05
84,"Private room",1,62,3,"Kensington And Chelsea",24,148.05
83,"Private room",6,11,15,"Kensington And Chelsea",24,148.05
60,"Private room",4,50,2,"Kensington And Chelsea",24,148.05
78,"Private room",2,21,2,"Kensington And Chelsea",24,148.05
305,"Entire home/apt",3,33,10,"Kensington And Chelsea",24,148.05
333,"Entire home/apt",3,71,10,"Kensington And Chelsea",24,148.05
447,"Entire home/apt",3,25,4,"Kensington And Chelsea",24,148.05
402,"Entire home/apt",3,23,4,"Kensington And Chelsea",24,148.05
317,"Entire home/apt",3,33,4,"Kensington And Chelsea",24,148.05
336,"Entire home/apt",3,31,4,"Kensington And Chelsea",24,148.05
124,"Entire home/apt",3,53,6,"Kensington And Chelsea",24,148.05
93,"Private room",3,48,1,"Kensington And Chelsea",24,148.05
183,"Entire home/apt",4,33,65,"Kensington And Chelsea",24,148.05
85,"Private room",3,144,6,"Kensington And Chelsea",24,148.05
80,"Entire home/apt",5,18,5,"Kensington And Chelsea",24,148.05
128,"Entire home/apt",3,30,2,"Kensington And Chelsea",24,148.05
257,"Entire home/apt",2,19,1,"Kensington And Chelsea",24,148.05
197,"Entire home/apt",1,62,1,"Kensington And Chelsea",24,148.05
299,"Entire home/apt",1,60,11,"Kensington And Chelsea",24,148.05
213,"Entire home/apt",2,26,3,"Kensington And Chelsea",24,148.05
201,"Entire home/apt",3,89,2,"Kensington And Chelsea",24,148.05
259,"Entire home/apt",3,21,62,"Kensington And Chelsea",24,148.05
111,"Entire home/apt",5,52,1,"Kensington And Chelsea",24,148.05
285,"Entire home/apt",3,20,1,"Kensington And Chelsea",24,148.05
448,"Entire home/apt",2,63,23,"Kensington And Chelsea",24,148.05
180,"Entire home/apt",2,5,15,"Kensington And Chelsea",24,148.05
109,"Entire home/apt",1,159,5,"Kensington And Chelsea",24,148.05
104,"Entire home/apt",3,12,1,"Kensington And Chelsea",24,148.05
331,"Entire home/apt",2,9,15,"Kensington And Chelsea",24,148.05
85,"Entire home/apt",1,6,2,"Kensington And Chelsea",24,148.05
302,"Entire home/apt",3,66,2,"Kensington And Chelsea",24,148.05
105,"Entire home/apt",7,72,1,"Kensington And Chelsea",24,148.05
331,"Entire home/apt",2,7,15,"Kensington And Chelsea",24,148.05
331,"Entire home/apt",2,11,15,"Kensington And Chelsea",24,148.05
122,"Entire home/apt",4,42,41,"Kensington And Chelsea",24,148.05
171,"Entire home/apt",1,87,32,"Kensington And Chelsea",24,148.05
405,"Entire home/apt",3,36,1,"Kensington And Chelsea",24,148.05
155,"Entire home/apt",1,40,3,"Kensington And Chelsea",24,148.05
86,"Entire home/apt",2,22,2,"Kensington And Chelsea",24,148.05
151,"Entire home/apt",3,52,3,"Kensington And Chelsea",24,148.05
155,"Entire home/apt",5,11,2,"Kensington And Chelsea",24,148.05
160,"Entire home/apt",7,9,1,"Kensington And Chelsea",24,148.05
134,"Entire home/apt",5,24,4,"Kensington And Chelsea",24,148.05
224,"Entire home/apt",3,80,9,"Kensington And Chelsea",24,148.05
379,"Entire home/apt",4,18,4,"Kensington And Chelsea",24,148.05
144,"Entire home/apt",2,73,4,"Kensington And Chelsea",24,148.05
116,"Entire home/apt",3,61,1,"Kensington And Chelsea",24,148.05
200,"Entire home/apt",2,10,1,"Kensington And Chelsea",24,148.05
128,"Entire home/apt",1,7,12,"Kensington And Chelsea",24,148.05
278,"Entire home/apt",1,18,12,"Kensington And Chelsea",24,148.05
321,"Entire home/apt",1,5,12,"Kensington And Chelsea",24,148.05
444,"Entire home/apt",1,14,12,"Kensington And Chelsea",24,148.05
513,"Entire home/apt",2,39,12,"Kensington And Chelsea",24,148.05
404,"Entire home/apt",2,10,12,"Kensington And Chelsea",24,148.05
97,"Private room",2,105,1,"Kensington And Chelsea",24,148.05
540,"Entire home/apt",3,28,27,"Kensington And Chelsea",24,148.05
171,"Entire home/apt",1,21,27,"Kensington And Chelsea",24,148.05
205,"Entire home/apt",1,10,27,"Kensington And Chelsea",24,148.05
336,"Entire home/apt",4,54,1,"Kensington And Chelsea",24,148.05
128,"Private room",3,110,1,"Kensington And Chelsea",24,148.05
125,"Entire home/apt",1,178,6,"Kensington And Chelsea",24,148.05
129,"Entire home/apt",1,31,6,"Kensington And Chelsea",24,148.05
116,"Entire home/apt",1,15,6,"Kensington And Chelsea",24,148.05
130,"Entire home/apt",1,34,6,"Kensington And Chelsea",24,148.05
114,"Entire home/apt",2,39,1,"Kensington And Chelsea",24,148.05
121,"Entire home/apt",5,34,1,"Kensington And Chelsea",24,148.05
230,"Entire home/apt",3,35,14,"Kensington And Chelsea",24,148.05
260,"Entire home/apt",7,18,1,"Kensington And Chelsea",24,148.05
97,"Entire home/apt",5,24,44,"Kensington And Chelsea",24,148.05
95,"Entire home/apt",5,34,44,"Kensington And Chelsea",24,148.05
100,"Entire home/apt",4,12,1,"Kensington And Chelsea",24,148.05
177,"Entire home/apt",5,43,44,"Kensington And Chelsea",24,148.05
244,"Entire home/apt",1,44,4,"Kensington And Chelsea",24,148.05
400,"Entire home/apt",2,97,12,"Kensington And Chelsea",24,148.05
102,"Entire home/apt",1,16,6,"Kensington And Chelsea",24,148.05
135,"Entire home/apt",3,36,41,"Kensington And Chelsea",24,148.05
174,"Entire home/apt",4,25,41,"Kensington And Chelsea",24,148.05
189,"Entire home/apt",4,19,1,"Kensington And Chelsea",24,148.05
106,"Private room",1,52,10,"Kensington And Chelsea",24,148.05
111,"Private room",1,164,10,"Kensington And Chelsea",24,148.05
189,"Entire home/apt",3,270,17,"Kensington And Chelsea",24,148.05
191,"Entire home/apt",4,54,1,"Kensington And Chelsea",24,148.05
108,"Private room",4,75,1,"Kensington And Chelsea",24,148.05
88,"Entire home/apt",2,135,2,"Kensington And Chelsea",24,148.05
147,"Entire home/apt",4,77,65,"Kensington And Chelsea",24,148.05
51,"Private room",2,139,1,"Kensington And Chelsea",24,148.05
179,"Private room",1,54,56,"Kensington And Chelsea",24,148.05
186,"Private room",1,10,56,"Kensington And Chelsea",24,148.05
86,"Entire home/apt",3,20,4,"Kensington And Chelsea",24,148.05
52,"Private room",2,30,1,"Kensington And Chelsea",24,148.05
95,"Private room",1,20,3,"Kensington And Chelsea",24,148.05
110,"Entire home/apt",1,71,29,"Kensington And Chelsea",24,148.05
120,"Private room",1,11,10,"Kensington And Chelsea",24,148.05
428,"Entire home/apt",3,35,1,"Kensington And Chelsea",24,148.05
282,"Entire home/apt",4,7,6,"Kensington And Chelsea",24,148.05
120,"Private room",1,40,10,"Kensington And Chelsea",24,148.05
272,"Private room",1,67,4,"Kensington And Chelsea",24,148.05
186,"Private room",1,126,4,"Kensington And Chelsea",24,148.05
123,"Private room",1,7,10,"Kensington And Chelsea",24,148.05
145,"Private room",1,36,10,"Kensington And Chelsea",24,148.05
247,"Entire home/apt",3,12,2,"Kensington And Chelsea",24,148.05
83,"Private room",3,50,2,"Kensington And Chelsea",24,148.05
149,"Private room",1,44,56,"Kensington And Chelsea",24,148.05
161,"Private room",1,44,56,"Kensington And Chelsea",24,148.05
193,"Entire home/apt",2,15,113,"Kensington And Chelsea",24,148.05
161,"Entire home/apt",1,6,39,"Kensington And Chelsea",24,148.05
103,"Private room",5,18,2,"Kensington And Chelsea",24,148.05
178,"Private room",1,6,10,"Kensington And Chelsea",24,148.05
216,"Entire home/apt",1,87,14,"Kensington And Chelsea",24,148.05
159,"Entire home/apt",2,33,1,"Kensington And Chelsea",24,148.05
137,"Private room",1,11,12,"Kensington And Chelsea",24,148.05
